Name;Edition;Qty;Rarity;Color;Cost;Type;P/T;Text;Comment
Ghor-Clan Rampager;GTC;1;U;Gld;2RG;Creature - Beast;4/4;"Trample
#Bloodrush# ﾗ %R%G, Discard Ghor-Clan Rampager: Target attacking creature gets +4/+4 and gains trample until end of turn.";
Giant Adephage;GTC;1;M;G;5GG;Creature - Insect;7/7;"Trample
Whenever Giant Adephage deals combat damage to a player, put a token onto the battlefield thatﾒs a copy of Giant Adephage.";
Giant Scorpion;M13;4;C;B;2B;Creature - Scorpion;1/3;Deathtouch #(Any amount of damage this deals to a creature is enough to destroy it.)#;
Giant Spider;7E;12;C;G;3G;Creature - Spider;2/4;Reach #(This creature can block creatures with flying.)#;
Gladecover Scout;M14;12;C;G;G;Creature - Elf Scout;1/1;Hexproof #(This creature canﾒt be the target of spells or abilities your opponents control.)#;
Gnawing Zombie;M14;3;U;B;1B;Creature - Zombie;1/3;%1%B, Sacrifice a creature: Target player loses 1 life and you gain 1 life.;
Gobbling Ooze;RTR;2;U;G;4G;Creature - Ooze;3/3;%G, Sacrifice another creature: Put a +1/+1 counter on Gobbling Ooze.;
Goblin Arsonist;M13;5;C;R;R;Creature - Goblin Shaman;1/1;When Goblin Arsonist dies, you may have it deal 1 damage to target creature or player.;
Goblin Battle Jester;M13;5;C;R;3R;Creature - Goblin;2/2;Whenever you cast a red spell, target creature canﾒt block this turn.;
Goblin Chieftain;M11;3;R;R;1RR;Creature - Goblin;2/2;"Haste #(This creature can attack and %T as soon as it comes under your control.)#
Other Goblin creatures you control get +1/+1 and have haste.";
Goblin Diplomats;M14;2;R;R;1R;Creature - Goblin;2/1;%T: Each creature attacks this turn if able.;
Goblin Electromancer;RTR;5;C;Gld;UR;Creature - Goblin Wizard;2/2;Instant and sorcery spells you cast cost %1 less to cast.;
Goblin Shortcutter;ZEN;4;C;R;1R;Creature - Goblin Scout;2/1;When Goblin Shortcutter enters the battlefield, target creature canﾒt block this turn.;
Goblin Test Pilot;DGM;4;U;Gld;1UR;Creature - Goblin Wizard;0/2;"Flying
%T: Goblin Test Pilot deals 2 damage to target creature or player chosen at random.";
Goblin Wardriver;MBS;2;U;R;RR;Creature - Goblin Warrior;2/2;Battle cry #(Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)#;
Golgari Longlegs;RTR;4;C;Gld;3%Q%Q;Creature - Insect;5/4;;
Gore-House Chainwalker;RTR;3;C;R;1R;Creature - Human Warrior;2/1;Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#;
Greater Gargadon;TSP;4;R;R;9R;Creature - Beast;9/7;"Suspend 10ﾗ%R
Sacrifice an artifact, creature, or land: Remove a time counter from Greater Gargadon. Activate this ability only if Greater Gargadon is suspended.";
Greater Mossdog;RAV;4;C;G;3G;Creature - Plant Hound;3/3;Dredge 3 #(If you would draw a card, instead you may put exactly three cards from the top of your library into your graveyard. If you do, return this card from your graveyard to your hand. Otherwise, draw a card.)#;
Greenside Watcher;GTC;4;C;G;1G;Creature - Elf Druid;2/1;%T: Untap target Gate.;
Griffin Protector;M13;8;C;W;3W;Creature - Griffin;2/3;"Flying
Whenever another creature enters the battlefield under your control, Griffin Protector gets +1/+1 until end of turn.";
Grim Roustabout;RTR;2;C;B;1B;Creature - Skeleton Warrior;1/1;"Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#
%1%B: Regenerate Grim Roustabout.";
Grinning Ignus;MMA;2;U;R;2R;Creature - Elemental;2/2;%R, Return Grinning Ignus to its ownerﾒs hand: Add %2%R to your mana pool. Activate this ability only any time you could cast a sorcery.;
Groundshaker Sliver;M14;8;C;G;6G;Creature - Sliver;5/5;Sliver creatures you control have trample. #(If a Sliver you control would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)#;
Gruul Ragebeast;GTC;1;R;Gld;5RG;Creature - Beast;6/6;Whenever Gruul Ragebeast or another creature enters the battlefield under your control, that creature fights target creature an opponent controls.;
Gryff Vanguard;AVR;1;C;U;4U;Creature - Human Knight;3/2;"Flying
When Gryff Vanguard enters the battlefield, draw a card.";
Guardian Lions;M13;4;C;W;4W;Creature - Cat;1/6;Vigilance #(Attacking doesnﾒt cause this creature to tap.)#;
Guardian of the Gateless;GTC;1;U;W;4W;Creature - Angel;3/3;"Flying
Guardian of the Gateless can block any number of creatures.
Whenever Guardian of the Gateless blocks, it gets +1/+1 until end of turn for each creature itﾒs blocking.";
Guardians of Akrasa;M13;5;C;W;2W;Creature - Human Soldier;0/4;"Defender #(This creature canﾒt attack.)#
Exalted #(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)#";
Gutter Skulk;GTC;3;C;B;1B;Creature - Zombie Rat;2/2;;
Gyre Sage;GTC;1;R;G;1G;Creature - Elf Druid;1/2;"Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#
%T: Add %G to your mana pool for each +1/+1 counter on Gyre Sage.";
Haazda Snare Squad;DGM;16;C;W;2W;Creature - Human Soldier;1/4;Whenever Haazda Snare Squad attacks, you may pay %W. If you do, tap target creature an opponent controls.;
Hamlet Captain;ISD;1;U;G;1G;Creature - Human Warrior;2/2;Whenever Hamlet Captain attacks or blocks, other Human creatures you control get +1/+1 until end of turn.;
Hammerheim Deadeye;MMA;3;C;R;3R;Creature - Giant Warrior;3/3;"Echo %5%R #(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)#
When Hammerheim Deadeye enters the battlefield, destroy target creature with flying.";
Hana Kami;MMA;2;C;G;G;Creature - Spirit;1/1;%1%G, Sacrifice Hana Kami: Return target Arcane card from your graveyard to your hand.;
Hanweir Watchkeep/Bane of Hanweir;ISD;1;U;R;2R;Creature - Human Warrior Werewolf/Creature - Werewolf;1/5|5/5;"Defender
At the beginning of each upkeep, if no spells were cast last turn, transform Hanweir Watchkeep.
//
Bane of Hanweir attacks each turn if able.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Bane of Hanweir.";
Harbor Bandit;M13;5;U;B;2B;Creature - Human Rogue;2/2;"Harbor Bandit gets +1/+1 as long as you control an Island.
%1%U: Harbor Bandit is unblockable this turn.";
Harbor Serpent;M13;5;C;U;4UU;Creature - Serpent;5/5;"Islandwalk #(This creature is unblockable as long as defending player controls an Island.)#
Harbor Serpent canﾒt attack unless there are five or more Islands on the battlefield.";
Haunter of Nightveil;DGM;6;U;Gld;3UB;Creature - Spirit;3/4;Creatures your opponents control get -1/-0.;
Healer of the Pride;M13;4;U;W;3W;Creature - Cat Cleric;2/3;Whenever another creature enters the battlefield under your control, you gain 2 life.;
Heirs of Stromkirk;AVR;2;C;R;2RR;Creature - Vampire;2/2;"Intimidate #(This creature canﾒt be blocked except by artifact creatures and/or creatures that share a color with it.)#
Whenever Heirs of Stromkirk deals combat damage to a player, put a +1/+1 counter on it.";
Hellhole Flailer;RTR;4;U;Gld;1BR;Creature - Ogre Warrior;3/2;"Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#
%2%B%R, Sacrifice Hellhole Flailer: Hellhole Flailer deals damage equal to its power to target player.";
Herald of War;AVR;1;R;W;3WW;Creature - Angel;3/3;"Flying
Whenever Herald of War attacks, put a +1/+1 counter on it. 
Angel spells and Human spells you cast cost %1 less to cast for each +1/+1 counter on Herald of War.";
Hillcomber Giant;LRW;7;C;W;2WW;Creature - Giant Scout;3/3;Mountainwalk;
Hired Torturer;DGM;8;C;B;2B;Creature - Human Rogue;2/3;"Defender
%3%B, %T: Target opponent loses 2 life, then reveals a card at random from his or her hand.";
Hollowhenge Scavenger;ISD;1;U;G;3GG;Creature - Elemental;4/5;#Morbid# ﾗ When Hollowhenge Scavenger enters the battlefield, if a creature died this turn, you gain 5 life.;
Horror of the Dim;GTC;6;C;B;4B;Creature - Horror;3/4;%U: Horror of the Dim gains hexproof until end of turn. #(It canﾒt be the target of spells or abilities your opponents control.)#;
Hover Barrier;RTR;2;U;U;2U;Creature - Illusion Wall;0/6;Defender, flying;
Hypersonic Dragon;PRE;1;;Gld;3UR;Creature - Dragon;4/4;"Flying, haste
You may cast sorcery cards as though they had flash. #(You may cast them any time you could cast an instant.)#";
Imposing Sovereign;M14;2;R;W;1W;Creature - Human;2/1;Creatures your opponents control enter the battlefield tapped.;
Incursion Specialist;GTC;1;U;U;1U;Creature - Human Wizard;1/3;Whenever you cast your second spell each turn, Incursion Specialist gets +2/+0 until end of turn and is unblockable this turn.;
Intrepid Hero;M13;1;R;W;2W;Creature - Human Soldier;1/1;%T: Destroy target creature with power 4 or greater.;
Isperia's Skywatch;RTR;1;C;U;5U;Creature - Vedalken Knight;3/3;"Flying
When Isperiaﾒs Skywatch enters the battlefield, detain target creature an opponent controls. #(Until your next turn, that creature canﾒt attack or block and its activated abilities canﾒt be activated.)#";
Ivory Giant;MMA;2;C;W;5WW;Creature - Giant;3/4;"When Ivory Giant enters the battlefield, tap all nonwhite creatures.
Suspend 5ﾗ%W #(Rather than cast this card from your hand, you may pay %W and exile it with five time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)#";
Ivy Lane Denizen;GTC;9;C;G;3G;Creature - Elf Warrior;2/3;Whenever another green creature enters the battlefield under your control, put a +1/+1 counter on target creature.;
Jace, Memory Adept;M13;1;M;U;3UU;Planeswalker - Jace;%4#/;"+1: Draw a card. Target player puts the top card of his or her library into his or her graveyard.
0: Target player puts the top ten cards of his or her library into his or her graveyard.
-7: Any number of target players each draw twenty cards.";
Jace's Mindseeker;M14;1;R;U;4UU;Creature - Fish Illusion;4/4;"Flying
When Jaceﾒs Mindseeker enters the battlefield, target opponent puts the top five cards of his or her library into his or her graveyard. You may cast an instant or sorcery card from among them without paying its mana cost.";
Jace's Phantasm;M13;4;U;U;U;Creature - Illusion;1/1;"Flying
Jaceﾒs Phantasm gets +4/+4 as long as an opponent has ten or more cards in his or her graveyard.";
Jarad, Golgari Lich Lord;RTR;1;M;Gld;BBGG;Legendary Creature - Zombie Elf;2/2;"Jarad, Golgari Lich Lord gets +1/+1 for each creature card in your graveyard.
%1%B%G, Sacrifice another creature: Each opponent loses life equal to the sacrificed creatureﾒs power.
Sacrifice a Swamp and a Forest: Return Jarad from your graveyard to your hand.";
Jelenn Sphinx;DGM;12;U;Gld;3WU;Creature - Sphinx;1/5;"Flying, vigilance
Whenever Jelenn Sphinx attacks, other attacking creatures get +1/+1 until end of turn.";
Kalastria Highborn;MGD;1;;B;BB;Creature - Vampire Shaman;2/2;Whenever Kalastria Highborn or another Vampire you control dies, you may pay %B. If you do, target player loses 2 life and you gain 2 life.;
Kalonian Tusker;M14;3;U;G;GG;Creature - Beast;3/3;;
Kataki, War's Wage;MMA;2;R;W;1W;Legendary Creature - Spirit;2/1;All artifacts have ﾓAt the beginning of your upkeep, sacrifice this artifact unless you pay %1.ﾔ;
Keening Apparition;RTR;1;C;W;1W;Creature - Spirit;2/2;Sacrifice Keening Apparition: Destroy target enchantment.;
Keymaster Rogue;GTC;5;C;U;3U;Creature - Human Rogue;3/2;"Keymaster Rogue is unblockable.
When Keymaster Rogue enters the battlefield, return a creature you control to its ownerﾒs hand.";
Kingpin's Pet;GTC;5;C;Gld;1WB;Creature - Thrull;2/2;"Flying
Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#";
Kitchen Finks;MMA;2;U;Gld;1%A%A;Creature - Ouphe;3/2;"When Kitchen Finks enters the battlefield, you gain 2 life.
Persist #(When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its ownerﾒs control with a -1/-1 counter on it.)#";
Kithkin Greatheart;MMA;2;C;W;1W;Creature - Kithkin Soldier;2/1;As long as you control a Giant, Kithkin Greatheart gets +1/+1 and has first strike.;
Knight Exemplar;STO;1;;W;1WW;Creature - Human Knight;2/2;"First strike #(This creature deals combat damage before creatures without first strike.)#
Other Knight creatures you control get +1/+1 and are indestructible. #(Lethal damage and effects that say ﾓdestroyﾔ donﾒt destroy them.)#";
Knight of Glory;M13;4;U;W;1W;Creature - Human Knight;2/1;"Protection from black #(This creature canﾒt be blocked, targeted, dealt damage, or enchanted by anything black.)#
Exalted #(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)#";
Knight of Infamy;M13;1;U;B;1B;Creature - Human Knight;2/1;"Protection from white #(This creature canﾒt be blocked, targeted, dealt damage, or enchanted by anything white.)#
Exalted #(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)#";
Knight of Obligation;GTC;2;U;W;3W;Creature - Human Knight;2/4;"Vigilance
Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#";
Knucklebone Witch;LRW;1;R;B;B;Creature - Goblin Shaman;1/1;Whenever a Goblin you control dies, you may put a +1/+1 counter on Knucklebone Witch.;
Korozda Gorgon;DGM;8;U;Gld;3BG;Creature - Gorgon;2/5;"Deathtouch
%2, Remove a +1/+1 counter from a creature you control: Target creature gets -1/-1 until end of turn.";
Korozda Monitor;RTR;1;C;G;2GG;Creature - Lizard;3/3;"Trample
Scavenge %5%G%G #(%5%G%G, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this cardﾒs power on target creature. Scavenge only as a sorcery.)#";
Kraken Hatchling;M13;5;C;U;U;Creature - Kraken;0/4;;
Kraul Warrior;DGM;12;C;G;1G;Creature - Insect Warrior;2/2;%5%G: Kraul Warrior gets +3/+3 until end of turn.;
Latchkey Faerie;MMA;3;C;U;3U;Creature - Faerie Rogue;3/1;"Flying
Prowl %2%U #(You may cast this for its prowl cost if you dealt combat damage to a player this turn with a Faerie or Rogue.)#
When Latchkey Faerie enters the battlefield, if its prowl cost was paid, draw a card.";
Lavinia of the Tenth;DGM;3;R;Gld;3WU;Legendary Creature - Human Soldier;4/4;"Protection from red
When Lavinia of the Tenth enters the battlefield, detain each nonland permanent your opponents control with converted mana cost 4 or less. #(Until your next turn, those permanents canﾒt attack or block and their activated abilities canﾒt be activated.)#";
Leyline Phantom;GTC;2;C;U;4U;Creature - Illusion;5/5;When Leyline Phantom deals combat damage, return it to its ownerﾒs hand. #(Return it only if it survived combat.)#;
Lightning Crafter;MOR;2;R;R;3R;Creature - Goblin Shaman;3/3;"Champion a Goblin or Shaman #(When this enters the battlefield, sacrifice it unless you exile another Goblin or Shaman you control. When this leaves the battlefield, that card returns to the battlefield.)#
%T: Lightning Crafter deals 3 damage to target creature or player.";
