Comment,Name,Color,Text,P/T,Rarity,Edition,Cost,Stars,Qty,Type
,Firefist Striker,R,"#Battalion# ﾗ Whenever Firefist Striker and at least two other creatures attack, target creature canﾒt block this turn.",2/1,U,GTC,1R,2.992,2,Creature - Human Soldier
,Firemane Avenger,Gld,"Flying
#Battalion# ﾗ Whenever Firemane Avenger and at least two other creatures attack, Firemane Avenger deals 3 damage to target creature or player and you gain 3 life.",3/3,R,GTC,2RW,4.019,2,Creature - Angel
,Fleshpulper Giant,R,"When Fleshpulper Giant enters the battlefield, you may destroy target creature with toughness 2 or less.",4/4,U,M14,5RR,1.514,3,Creature - Giant
,Flickerwisp,W,"Flying
When Flickerwisp enters the battlefield, exile another target permanent. Return that card to the battlefield under its ownerﾒs control at the beginning of the next end step.",3/1,U,EVE,1WW,5,4,Creature - Elemental
,Flinthoof Boar,G,"Flinthoof Boar gets +1/+1 as long as you control a Mountain.
%R: Flinthoof Boar gains haste until end of turn. #(It can attack and %T this turn.)#",2/2,U,M13,1G,3.992,4,Creature - Boar
,Fluxcharger,Gld,"Flying
Whenever you cast an instant or sorcery spell, you may switch Fluxchargerﾒs power and toughness until end of turn.",1/5,U,DGM,2UR,3.791,5,Creature - Weird
,Fog Bank,U,"Defender #(This creature canﾒt attack.)#
Flying
Prevent all combat damage that would be dealt to and dealt by Fog Bank.",0/2,U,M13,1U,5,4,Creature - Wall
,Forge Devil,R,"When Forge Devil enters the battlefield, it deals 1 damage to target creature and 1 damage to you.",1/1,C,DKA,R,2.600,1,Creature - Devil
,Fortress Cyclops,Gld,"Whenever Fortress Cyclops attacks, it gets +3/+0 until end of turn.
Whenever Fortress Cyclops blocks, it gets +0/+3 until end of turn.",3/3,U,GTC,3RW,2.892,5,Creature - Cyclops Soldier
,Foundry Champion,Gld,"When Foundry Champion enters the battlefield, it deals damage to target creature or player equal to the number of creatures you control.
%R: Foundry Champion gets +1/+0 until end of turn.
%W: Foundry Champion gets +0/+1 until end of turn.",4/4,R,GTC,4RW,3.208,4,Creature - Elemental Soldier
,Foundry Street Denizen,R,"Whenever another red creature enters the battlefield under your control, Foundry Street Denizen gets +1/+0 until end of turn.",1/1,C,GTC,R,3.250,2,Creature - Goblin Warrior
,Frilled Oculus,U,%1%G: Frilled Oculus gets +2/+2 until end of turn. Activate this ability only once each turn.,1/3,C,GTC,1U,2.971,2,Creature - Homunculus
,Frogmite,Art,Affinity for artifacts #(This spell costs %1 less to cast for each artifact you control.)#,2/2,C,MMA,4,5,4,Artifact Creature - Frog
,Frostburn Weird,Gld,%I: Frostburn Weird gets +1/-1 until end of turn.,1/4,C,RTR,%I%I,3.555,3,Creature - Weird
,Furnace Whelp,R,"Flying
%R: Furnace Whelp gets +1/+0 until end of turn.",2/2,U,M13,2RR,5,4,Creature - Dragon
,Galerider Sliver,U,Sliver creatures you control have flying.,1/1,R,M14,U,3.566,1,Creature - Sliver
,Gang of Devils,R,"When Gang of Devils dies, it deals 3 damage divided as you choose among one, two, or three target creatures and/or players.",3/3,U,AVR,5R,2.875,1,Creature - Devil
,"Garruk, Caller of Beasts",G,"+1: Reveal the top five cards of your library. Put all creature cards revealed this way into your hand and the rest on the bottom of your library in any order.
-3: You may put a green creature card from your hand onto the battlefield.
-7: You get an emblem with ﾓWhenever you cast a creature spell, you may search your library for a creature card, put it onto the battlefield, then shuffle your library.ﾔ",%4#/,M,M14,4GG,3.512,2,Planeswalker - Garruk
,Garruk's Packleader,G,"Whenever another creature with power 3 or greater enters the battlefield under your control, you may draw a card.",4/4,U,M13,4G,3.400,4,Creature - Beast
,Gatecreeper Vine,G,"Defender
When Gatecreeper Vine enters the battlefield, you may search your library for a basic land card or a Gate card, reveal it, put it into your hand, then shuffle your library.",0/2,C,RTR,1G,3.591,3,Creature - Plant
,Gatekeeper of Malakir,B,"Kicker %B #(You may pay an additional %B as you cast this spell.)#
When Gatekeeper of Malakir enters the battlefield, if it was kicked, target player sacrifices a creature.",2/2,U,DDK,BB,3.841,1,Creature - Vampire Warrior
,Gateway Shade,B,"%B: Gateway Shade gets +1/+1 until end of turn.
Tap an untapped Gate you control: Gateway Shade gets +2/+2 until end of turn.",1/1,U,GTC,2B,2.868,2,Creature - Shade
,Geist Trappers,G,"Soulbond #(You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)#
As long as Geist Trappers is paired with another creature, both creatures have reach.",3/5,C,AVR,4G,1.938,1,Creature - Human Warrior
,Ghor-Clan Rampager,Gld,"Trample
#Bloodrush# ﾗ %R%G, Discard Ghor-Clan Rampager: Target attacking creature gets +4/+4 and gains trample until end of turn.",4/4,U,GTC,2RG,4.025,1,Creature - Beast
,Giant Adephage,G,"Trample
Whenever Giant Adephage deals combat damage to a player, put a token onto the battlefield thatﾒs a copy of Giant Adephage.",7/7,M,GTC,5GG,3.624,1,Creature - Insect
,Giant Scorpion,B,Deathtouch #(Any amount of damage this deals to a creature is enough to destroy it.)#,1/3,C,M13,2B,3.049,4,Creature - Scorpion
,Giant Spider,G,Reach #(This creature can block creatures with flying.)#,2/4,C,7E,3G,3.296,12,Creature - Spider
,Gladecover Scout,G,Hexproof #(This creature canﾒt be the target of spells or abilities your opponents control.)#,1/1,C,M14,G,3.402,12,Creature - Elf Scout
,Gnawing Zombie,B,"%1%B, Sacrifice a creature: Target player loses 1 life and you gain 1 life.",1/3,U,M14,1B,3.293,3,Creature - Zombie
,Gobbling Ooze,G,"%G, Sacrifice another creature: Put a +1/+1 counter on Gobbling Ooze.",3/3,U,RTR,4G,2.114,2,Creature - Ooze
,Goblin Arsonist,R,"When Goblin Arsonist dies, you may have it deal 1 damage to target creature or player.",1/1,C,M13,R,3.559,5,Creature - Goblin Shaman
,Goblin Battle Jester,R,"Whenever you cast a red spell, target creature canﾒt block this turn.",2/2,C,M13,3R,2.359,5,Creature - Goblin
,Goblin Chieftain,R,"Haste #(This creature can attack and %T as soon as it comes under your control.)#
Other Goblin creatures you control get +1/+1 and have haste.",2/2,R,M11,1RR,3.984,3,Creature - Goblin
,Goblin Diplomats,R,%T: Each creature attacks this turn if able.,2/1,R,M14,1R,3.636,2,Creature - Goblin
,Goblin Electromancer,Gld,Instant and sorcery spells you cast cost %1 less to cast.,2/2,C,RTR,UR,4.050,5,Creature - Goblin Wizard
,Goblin Shortcutter,R,"When Goblin Shortcutter enters the battlefield, target creature canﾒt block this turn.",2/1,C,ZEN,1R,3.444,4,Creature - Goblin Scout
,Goblin Test Pilot,Gld,"Flying
%T: Goblin Test Pilot deals 2 damage to target creature or player chosen at random.",0/2,U,DGM,1UR,2.167,4,Creature - Goblin Wizard
,Goblin Wardriver,R,"Battle cry #(Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)#",2/2,U,MBS,RR,3.848,2,Creature - Goblin Warrior
,Golgari Longlegs,Gld,,5/4,C,RTR,3%Q%Q,2.463,4,Creature - Insect
,Gore-House Chainwalker,R,Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#,2/1,C,RTR,1R,3.270,3,Creature - Human Warrior
,Greater Gargadon,R,"Suspend 10ﾗ%R
Sacrifice an artifact, creature, or land: Remove a time counter from Greater Gargadon. Activate this ability only if Greater Gargadon is suspended.",9/7,R,TSP,9R,3.963,4,Creature - Beast
,Greater Mossdog,G,"Dredge 3 #(If you would draw a card, instead you may put exactly three cards from the top of your library into your graveyard. If you do, return this card from your graveyard to your hand. Otherwise, draw a card.)#",3/3,C,RAV,3G,3.632,4,Creature - Plant Hound
,Greenside Watcher,G,%T: Untap target Gate.,2/1,C,GTC,1G,2.500,4,Creature - Elf Druid
,Griffin Protector,W,"Flying
Whenever another creature enters the battlefield under your control, Griffin Protector gets +1/+1 until end of turn.",2/3,C,M13,3W,2.806,8,Creature - Griffin
,Grim Roustabout,B,"Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#
%1%B: Regenerate Grim Roustabout.",1/1,C,RTR,1B,2.620,2,Creature - Skeleton Warrior
,Grinning Ignus,R,"%R, Return Grinning Ignus to its ownerﾒs hand: Add %2%R to your mana pool. Activate this ability only any time you could cast a sorcery.",2/2,U,MMA,2R,3.765,2,Creature - Elemental
,Groundshaker Sliver,G,"Sliver creatures you control have trample. #(If a Sliver you control would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)#",5/5,C,M14,6G,2.129,8,Creature - Sliver
,Gruul Ragebeast,Gld,"Whenever Gruul Ragebeast or another creature enters the battlefield under your control, that creature fights target creature an opponent controls.",6/6,R,GTC,5RG,3.380,1,Creature - Beast
,Gryff Vanguard,U,"Flying
When Gryff Vanguard enters the battlefield, draw a card.",3/2,C,AVR,4U,2.805,1,Creature - Human Knight
,Guardian Lions,W,Vigilance #(Attacking doesnﾒt cause this creature to tap.)#,1/6,C,M13,4W,1.844,4,Creature - Cat
,Guardian of the Gateless,W,"Flying
Guardian of the Gateless can block any number of creatures.
Whenever Guardian of the Gateless blocks, it gets +1/+1 until end of turn for each creature itﾒs blocking.",3/3,U,GTC,4W,3.551,1,Creature - Angel
,Guardians of Akrasa,W,"Defender #(This creature canﾒt attack.)#
Exalted #(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)#",0/4,C,M13,2W,2.875,5,Creature - Human Soldier
,Gutter Skulk,B,,2/2,C,GTC,1B,2.708,3,Creature - Zombie Rat
,Gyre Sage,G,"Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#
%T: Add %G to your mana pool for each +1/+1 counter on Gyre Sage.",1/2,R,GTC,1G,3.787,1,Creature - Elf Druid
,Haazda Snare Squad,W,"Whenever Haazda Snare Squad attacks, you may pay %W. If you do, tap target creature an opponent controls.",1/4,C,DGM,2W,3.303,16,Creature - Human Soldier
,Hamlet Captain,G,"Whenever Hamlet Captain attacks or blocks, other Human creatures you control get +1/+1 until end of turn.",2/2,U,ISD,1G,3.816,1,Creature - Human Warrior
,Hammerheim Deadeye,R,"Echo %5%R #(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)#
When Hammerheim Deadeye enters the battlefield, destroy target creature with flying.",3/3,C,MMA,3R,1.781,3,Creature - Giant Warrior
,Hana Kami,G,"%1%G, Sacrifice Hana Kami: Return target Arcane card from your graveyard to your hand.",1/1,C,MMA,G,3.176,2,Creature - Spirit
,Hanweir Watchkeep/Bane of Hanweir,R,"Defender
At the beginning of each upkeep, if no spells were cast last turn, transform Hanweir Watchkeep.
//
Bane of Hanweir attacks each turn if able.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Bane of Hanweir.",1/5|5/5,U,ISD,2R,0.000,1,Creature - Human Warrior Werewolf/Creature - Werewolf
,Harbor Bandit,B,"Harbor Bandit gets +1/+1 as long as you control an Island.
%1%U: Harbor Bandit is unblockable this turn.",2/2,U,M13,2B,3.258,5,Creature - Human Rogue
,Harbor Serpent,U,"Islandwalk #(This creature is unblockable as long as defending player controls an Island.)#
Harbor Serpent canﾒt attack unless there are five or more Islands on the battlefield.",5/5,C,M13,4UU,2.395,5,Creature - Serpent
,Haunter of Nightveil,Gld,Creatures your opponents control get -1/-0.,3/4,U,DGM,3UB,3.625,6,Creature - Spirit
,Healer of the Pride,W,"Whenever another creature enters the battlefield under your control, you gain 2 life.",2/3,U,M13,3W,3.609,4,Creature - Cat Cleric
,Heirs of Stromkirk,R,"Intimidate #(This creature canﾒt be blocked except by artifact creatures and/or creatures that share a color with it.)#
Whenever Heirs of Stromkirk deals combat damage to a player, put a +1/+1 counter on it.",2/2,C,AVR,2RR,2.947,2,Creature - Vampire
,Hellhole Flailer,Gld,"Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#
%2%B%R, Sacrifice Hellhole Flailer: Hellhole Flailer deals damage equal to its power to target player.",3/2,U,RTR,1BR,3.800,4,Creature - Ogre Warrior
,Herald of War,W,"Flying
Whenever Herald of War attacks, put a +1/+1 counter on it. 
Angel spells and Human spells you cast cost %1 less to cast for each +1/+1 counter on Herald of War.",3/3,R,AVR,3WW,3.792,1,Creature - Angel
,Hillcomber Giant,W,Mountainwalk,3/3,C,LRW,2WW,2.528,7,Creature - Giant Scout
,Hired Torturer,B,"Defender
%3%B, %T: Target opponent loses 2 life, then reveals a card at random from his or her hand.",2/3,C,DGM,2B,2.561,8,Creature - Human Rogue
,Hollowhenge Scavenger,G,"#Morbid# ﾗ When Hollowhenge Scavenger enters the battlefield, if a creature died this turn, you gain 5 life.",4/5,U,ISD,3GG,3.116,1,Creature - Elemental
,Horror of the Dim,B,%U: Horror of the Dim gains hexproof until end of turn. #(It canﾒt be the target of spells or abilities your opponents control.)#,3/4,C,GTC,4B,2.260,6,Creature - Horror
,Hover Barrier,U,"Defender, flying",0/6,U,RTR,2U,3.028,2,Creature - Illusion Wall
,Hypersonic Dragon,Gld,"Flying, haste
You may cast sorcery cards as though they had flash. #(You may cast them any time you could cast an instant.)#",4/4,,PRE,3UR,3.938,1,Creature - Dragon
,Imposing Sovereign,W,Creatures your opponents control enter the battlefield tapped.,2/1,R,M14,1W,3.669,2,Creature - Human
,Incursion Specialist,U,"Whenever you cast your second spell each turn, Incursion Specialist gets +2/+0 until end of turn and is unblockable this turn.",1/3,U,GTC,1U,2.576,1,Creature - Human Wizard
,Intrepid Hero,W,%T: Destroy target creature with power 4 or greater.,1/1,R,M13,2W,4.210,1,Creature - Human Soldier
,Isperia's Skywatch,U,"Flying
When Isperiaﾒs Skywatch enters the battlefield, detain target creature an opponent controls. #(Until your next turn, that creature canﾒt attack or block and its activated abilities canﾒt be activated.)#",3/3,C,RTR,5U,1.904,1,Creature - Vedalken Knight
,Ivory Giant,W,"When Ivory Giant enters the battlefield, tap all nonwhite creatures.
Suspend 5ﾗ%W #(Rather than cast this card from your hand, you may pay %W and exile it with five time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)#",3/4,C,MMA,5WW,3.417,2,Creature - Giant
,Ivy Lane Denizen,G,"Whenever another green creature enters the battlefield under your control, put a +1/+1 counter on target creature.",2/3,C,GTC,3G,3.197,9,Creature - Elf Warrior
,"Jace, Memory Adept",U,"+1: Draw a card. Target player puts the top card of his or her library into his or her graveyard.
0: Target player puts the top ten cards of his or her library into his or her graveyard.
-7: Any number of target players each draw twenty cards.",%4#/,M,M13,3UU,3.490,1,Planeswalker - Jace
,Jace's Mindseeker,U,"Flying
When Jaceﾒs Mindseeker enters the battlefield, target opponent puts the top five cards of his or her library into his or her graveyard. You may cast an instant or sorcery card from among them without paying its mana cost.",4/4,R,M14,4UU,3.344,1,Creature - Fish Illusion
